keyword_painted_year | matching_year| image_url| museum
1654|1654|http://www.dia.org/user_area/comping/09.18-D1.jpg|detroit
1654|1654|http://www.dia.org/user_area/comping/25.216-D1.jpg|detroit
1654|1654|http://www.dia.org/user_area/comping/26.3-S1.jpg|detroit
1654|1654|http://www.dia.org/user_area/comping/28.42.jpg|detroit
1654|1654|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31774433-WEB.jpg|lacma
1654|1654|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31774433-WEB.jpg|lacma
1924|1924|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000154/5625_1651137.jpg|artic
1924|1924|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000154/5809_1654056.jpg|artic
1924|1924|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000149/1266_1588185.jpg|artic
1924|1924|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000149/1267_1588208.jpg|artic
1924|1924|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000002/31696_173700.jpg|artic
1924|1924|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000169/50624_1832495.jpg|artic
1924|1924|http://www.dia.org/user_area/comping/44.231.jpg|detroit
1924|1924|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31958469-WEB.jpg|lacma
1924|1924|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31969753-WEB.jpg|lacma
1924|1924|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31969717-WEB.jpg|lacma
1924|1924|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31975080-WEB.jpg|lacma
1927|1927|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000152/3779_1621588.jpg|artic
1927|1927|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000149/1556_1591178.jpg|artic
1927|1927|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4532_1633157.jpg|artic
1927|1927|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4534_1633204.jpg|artic
1927|1927|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4536_1633236.jpg|artic
1927|1927|http://www.dia.org/user_area/comping/30.322-D1.jpg|detroit
1927|1927|http://www.dia.org/user_area/comping/28.100-S1.jpg|detroit
1927|1927|http://www.dia.org/user_area/comping/28.181.jpg|detroit
1927|1927|http://www.dia.org/user_area/comping/74.122-S1.jpg|detroit
1927|1927|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31973750-WEB.jpg|lacma
1927|1927|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31974219-WEB.jpg|lacma
1927|1927|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-34160558-WEB.jpg|lacma
1913|1913|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000215/131409_2407120.jpg|artic
1913|1913|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000032/66282_280671.jpg|artic
1913|1913|http://www.dia.org/user_area/comping/14.5.jpg|detroit
1913|1913|http://www.dia.org/user_area/comping/15.10-D1.jpg|detroit
1913|1913|http://www.dia.org/user_area/comping/17.17-S1.jpg|detroit
1913|1913|http://www.dia.org/user_area/comping/21.70-S1.jpg|detroit
1913|1913|http://www.dia.org/user_area/comping/21.204-S1.jpg|detroit
1913|1913|http://www.dia.org/user_area/comping/21.208.jpg|detroit
1913|1913|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31969136-WEB.jpg|lacma
1913|1913|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31970110-WEB.jpg|lacma
1913|1913|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31973316-WEB.jpg|lacma
4193|4193|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000252/182570_2986419.jpg|artic
1949|1949|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000148/7_1572553.jpg|artic
1949|1949|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000243/164238_2843315.jpg|artic
1949|1949|http://www.dia.org/user_area/comping/49.449.jpg|detroit
1949|1949|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31971454-WEB.jpg|lacma
1949|1949|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31823744-WEB.jpg|lacma
1949|1949|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31977515-WEB.jpg|lacma
1949|1949|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31971859-WEB.jpg|lacma
1879|1879|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000252/182526_2985715.jpg|artic
1879|1879|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000151/3223_1614300.jpg|artic
1879|1879|http://www.dia.org/user_area/comping/1992.41-S1.jpg|detroit
1879|1879|http://www.dia.org/user_area/comping/40.56-S1.jpg|detroit
1879|1879|http://www.dia.org/user_area/comping/1991.9.jpg|detroit
1879|1879|http://www.dia.org/user_area/comping/21.5-S1.jpg|detroit
1879|1879|http://www.dia.org/user_area/comping/1990.382.jpg|detroit
1879|1879|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31972021-WEB.jpg|lacma
1879|1879|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31970698-WEB.jpg|lacma
1879|1879|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31971951-WEB.jpg|lacma
